Id,IdEjemplar,SiglasColeccion,NombreColeccion,NumeroDeCatalogo,Fuente,AnioColecta,Taxa,Estado,Municipio,Altitud,Longitud,Latitud
16259,49,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL620,FZ011,1994,Tripsacum bravum,MÉXICO,SANTO TOMAS,1340,-100.2833333,19.18333333
16260,50,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL621,FZ011,1994,Tripsacum bravum,MÉXICO,VALLE DE BRAVO,1650,-100.2,19.2
16261,51,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL622,FZ011,1994,Tripsacum bravum,NAYARIT,TEPIC,550,-104.9833333,21.65
16262,52,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL624,FZ011,1994,Tripsacum dactyloides hispidum,GUERRERO,HUITZUCO DE LOS FIGUEROA,1150,-99.26666667,18.25
16263,53,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL625,FZ011,1994,Tripsacum dactyloides hispidum,GUERRERO,HUITZUCO DE LOS FIGUEROA,1150,-99.26666667,18.25
16264,54,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL626,FZ011,1994,Tripsacum dactyloides hispidum,GUERRERO,HUITZUCO DE LOS FIGUEROA,1150,-99.26666667,18.25
16265,55,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL627,FZ011,1994,Tripsacum dactyloides hispidum,GUERRERO,EDUARDO NERI,950,-99.51666667,17.68333333
16266,56,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL628,FZ011,1994,Tripsacum dactyloides hispidum,GUERRERO,TAXCO DE ALARCON,1150,-99.58333333,18.43333333
16267,57,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL629,FZ011,1994,Tripsacum dactyloides hispidum,GUERRERO,TAXCO DE ALARCON,1450,-99.6,18.51666667
16268,58,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL630,FZ011,1994,Tripsacum jalapense,CHIAPAS,TUXTLA GUTIERREZ,1150,-93.13333333,16.81666667
16269,59,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL631,FZ011,1994,Tripsacum dactyloides hispidum,SAN LUIS POTOSÍ,CIUDAD VALLES,600,-99.08333333,22.08333333
16270,60,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL632,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16271,61,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL633,FZ011,1994,Tripsacum dactyloides hispidum,CHIAPAS,CINTALAPA,775,-94.05,16.46666667
16272,62,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL634,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16273,63,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL635,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16274,64,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL636,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16275,65,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL637,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16276,66,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL638,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16277,67,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL639,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16278,68,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL640,FZ011,1994,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16279,69,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL646,FZ011,1994,Tripsacum intermedium,GUERRERO,MOCHITLAN,970,-99.48333333,17.35
16280,70,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL647,FZ011,1994,Tripsacum intermedium,GUERRERO,MOCHITLAN,1000,-99.5,17.33333333
16281,71,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL648,FZ011,1994,Tripsacum bravum,MÉXICO,SANTO TOMAS,1340,-100.2833333,19.18333333
16282,72,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL649,FZ011,1994,Tripsacum bravum,MÉXICO,ZACAZONAPAN,1450,-100.3,19.08333333
16283,73,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL650,FZ011,1994,Tripsacum bravum,OAXACA,SAN PEDRO JUCHATENGO,1050,-97.06666667,16.31666667
16284,74,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL651,FZ011,1994,Tripsacum bravum,OAXACA,SAN PEDRO JUCHATENGO,1000,-97.06666667,16.31666667
16285,75,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL652,FZ011,1994,Tripsacum pilosum,JALISCO,GUADALAJARA,1450,-103.3,20.71666667
16286,76,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL672,FZ011,1994,Tripsacum dactyloides mexicanum,COLIMA,MANZANILLO,170,-104.4666667,19.16666667
16287,77,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL673,FZ011,1994,Tripsacum pilosum,JALISCO,GUADALAJARA,1450,-103.3,20.71666667
16288,78,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL674,FZ011,1994,Tripsacum bravum,JALISCO,GUADALAJARA,1480,-103.3166667,20.73333333
16289,79,HGOM,Herbario del Área Académica de Biología,HGOM1994MGL675,FZ011,1994,Tripsacum dactyloides mexicanum,VERACRUZ DE IGNACIO DE LA LLAVE,TLALTETELA,650,-96.81666667,19.35
16290,80,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL785,FZ011,1997,Tripsacum dactyloides hispidum,GUERRERO,HUITZUCO DE LOS FIGUEROA,1150,-99.26666667,18.25
16291,81,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL786,FZ011,1997,Tripsacum dactyloides hispidum,CHIAPAS,IXTAPA,1200,-92.9,16.75
16292,82,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL787,FZ011,1997,Tripsacum dactyloides mexicanum,QUERÉTARO ARTEAGA,PINAL DE AMOLES,1150,-99.58333333,21.16666667
16293,83,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL788,FZ011,1997,Tripsacum dactyloides mexicanum,JALISCO,ACATLAN DE JUAREZ,1470,-103.5833333,20.41666667
16294,84,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL789,FZ011,1997,Tripsacum pilosum,JALISCO,GUADALAJARA,1480,-103.3166667,20.73333333
16295,85,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL791,FZ011,1997,Tripsacum dactyloides hispidum,SAN LUIS POTOSÍ,CIUDAD VALLES,100,-98.98333333,22.2
16296,86,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL792,FZ011,1997,Tripsacum dactyloides mexicanum,QUERÉTARO ARTEAGA,PINAL DE AMOLES,1150,-99.58333333,21.16666667
16297,87,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL793,FZ011,1997,Tripsacum dactyloides hispidum,GUERRERO,TAXCO DE ALARCON,1150,-99.58333333,18.43333333
16298,88,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL794,FZ011,1997,Tripsacum dactyloides hispidum,MORELOS,YAUTEPEC,1200,-99.15,18.95
16299,89,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL795,FZ011,1997,Tripsacum dactyloides mexicanum,COLIMA,MANZANILLO,170,-104.4666667,19.16666667
16300,90,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL796,FZ011,1997,Tripsacum dactyloides hispidum,MÉXICO,SANTO TOMAS,1150,-100.3166667,19.16666667
16301,91,HGOM,Herbario del Área Académica de Biología,HGOM1997MGL798,FZ011,1997,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,750,-99.58333333,17.78333333
16302,92,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL841,FZ011,1998,Tripsacum lanceolatum,DURANGO,MEZQUITAL,1950,-104.4666667,23.43333333
16303,93,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL842,FZ011,1998,Tripsacum lanceolatum,JALISCO,JESUS MARIA,2050,-102.05,20.68333333
16304,94,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL843,FZ011,1998,Tripsacum pilosum,SINALOA,CONCORDIA,1400,-105.85,23.48333333
16305,95,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL844,FZ011,1998,Tripsacum pilosum,SINALOA,CONCORDIA,1250,-105.85,23.45
16306,96,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL845,FZ011,1998,Tripsacum lanceolatum,DURANGO,DURANGO,2250,-104.7833333,23.98333333
16307,97,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL847,FZ011,1998,Tripsacum bravum,DURANGO,DURANGO,1900,-104.6666667,24.2
16308,98,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL848,FZ011,1998,Tripsacum dactyloides hispidum,GUERRERO,CHILAPA DE ALVAREZ,1500,-99.21666667,17.56666667
16309,99,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL849,FZ011,1998,Tripsacum maizar,GUERRERO,MOCHITLAN,1000,-99.48333333,17.35
16310,100,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL850,FZ011,1998,Tripsacum maizar,GUERRERO,MOCHITLAN,950,-99.5,17.28333333
16311,101,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL852,FZ011,1998,Tripsacum dactyloides hispidum,GUERRERO,TAXCO DE ALARCON,1450,-99.6,18.51666667
16312,102,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL867,FZ011,1998,Tripsacum maizar,GUERRERO,MOCHITLAN,950,-99.5,17.28333333
16313,103,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL868,FZ011,1998,Tripsacum lanceolatum,JALISCO,JESUS MARIA,2050,-102.05,20.68333333
16314,104,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL869,FZ011,1998,Tripsacum bravum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16315,105,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL870,FZ011,1998,Tripsacum lanceolatum,JALISCO,JESUS MARIA,2050,-102.05,20.68333333
16316,106,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL940,FZ011,1998,Tripsacum bravum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16317,107,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL942,FZ011,1998,Tripsacum jalapense,CHIAPAS,TUXTLA GUTIERREZ,1150,-93.13333333,16.81666667
16318,108,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL943,FZ011,1998,Tripsacum manisuroides,CHIAPAS,TUXTLA GUTIERREZ,1200,-93.13333333,16.83333333
16319,109,HGOM,Herbario del Área Académica de Biología,HGOM1998MGL954,FZ011,1998,Tripsacum dactyloides mexicanum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16320,110,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL960,FZ011,1999,Tripsacum intermedium,GUERRERO,PETATLAN,1950,-99.01666667,17.56666667
16321,111,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL961,FZ011,1999,Tripsacum pilosum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16322,112,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL962,FZ011,1999,Tripsacum dactyloides hispidum,MÉXICO,OTZOLOAPAN,1300,-100.35,19.15
16323,113,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL963,FZ011,1999,Tripsacum pilosum,OAXACA,PUTLA VILLA DE GUERRERO,2000,-97.81666667,17.15
16324,114,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL964,FZ011,1999,Tripsacum pilosum,SINALOA,CONCORDIA,1250,-105.85,23.45
16325,115,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL974,FZ011,1999,Tripsacum bravum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16326,116,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL975,FZ011,1999,Tripsacum lanceolatum,DURANGO,DURANGO,2100,-104.85,23.95
16327,117,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL976,FZ011,1999,Tripsacum dactyloides mexicanum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16328,118,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL977,FZ011,1999,Tripsacum dactyloides hispidum,GUERRERO,TETIPAC,1600,-99.78333333,18.86666667
16329,119,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL982,FZ011,1999,Tripsacum dactyloides hispidum,JALISCO,VILLA CORONA,1420,-103.6833333,20.45
16330,120,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL983,FZ011,1999,Tripsacum maizar,JALISCO,HOSTOTIPAQUILLO,1200,-104.25,21.05
16331,121,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL984,FZ011,1999,Tripsacum dactyloides mexicanum,GUERRERO,MOCHITLAN,850,-99.48333333,17.35
16332,122,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL985,FZ011,1999,Tripsacum dactyloides hispidum,GUERRERO,CHILAPA DE ALVAREZ,1500,-99.1,17.58333333
16333,123,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL987,FZ011,1999,Tripsacum intermedium,CHIAPAS,LA TRINITARIA,750,-92.01666667,16
16334,124,HGOM,Herbario del Área Académica de Biología,HGOM1999MGL988,FZ011,1999,Tripsacum dactyloides hispidum,GUERRERO,TELOLOAPAN,1050,-99.68333333,18.38333333
16335,125,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1022,FZ011,2001,Tripsacum intermedium,OAXACA,SAN FRANCISCO SOLA,1840,-96.93333333,16.58333333
16336,126,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1023,FZ011,2001,Tripsacum intermedium,GUERRERO,MOCHITLAN,1000,-99.5,17.33333333
16337,127,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1024,FZ011,2001,Tripsacum bravum,MÉXICO,ZACAZONAPAN,1450,-100.3,19.08333333
16338,128,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1025,FZ011,2001,Tripsacum pilosum,JALISCO,TECALITLAN,1140,-103.3666667,19.41666667
16339,129,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1026,FZ011,2001,Tripsacum dactyloides hispidum,COLIMA,COLIMA,480,-103.8,19.11666667
16340,130,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1027,FZ011,2001,Tripsacum dactyloides mexicanum,GUERRERO,MOCHITLAN,850,-99.48333333,17.35
16341,131,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1028,FZ011,2001,Tripsacum dactyloides hispidum,MICHOACÁN DE OCAMPO,TUXPAN,1750,-100.4833333,19.63333333
16342,132,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1029,FZ011,2001,Tripsacum laxum,VERACRUZ DE IGNACIO DE LA LLAVE,FORTIN,1100,-97.05,18.86666667
16343,133,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1030,FZ011,2001,Tripsacum laxum,OAXACA,SAN JOSE CHILTEPEC,50,-96.16666667,18.03333333
16344,134,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1031,FZ011,2001,Tripsacum dactyloides hispidum,SAN LUIS POTOSÍ,CIUDAD VALLES,100,-98.95,21.98333333
16345,135,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1032,FZ011,2001,Tripsacum manisuroides,CHIAPAS,TUXTLA GUTIERREZ,1200,-93.13333333,16.83333333
16346,136,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1042,FZ011,2001,Tripsacum zopilotense,GUERRERO,EDUARDO NERI,650,-99.58333333,17.83333333
16347,137,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1043,FZ011,2001,Tripsacum dactyloides mexicanum,VERACRUZ DE IGNACIO DE LA LLAVE,TLALTETELA,650,-96.81666667,19.35
16348,138,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1044,FZ011,2001,Tripsacum jalapense,CHIAPAS,CHIAPA DE CORZO,800,-92.96666667,16.75
16349,139,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1045,FZ011,2001,Tripsacum dactyloides hispidum,GUERRERO,TELOLOAPAN,1050,-99.68333333,18.38333333
16350,140,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1046,FZ011,2001,Tripsacum intermedium,GUERRERO,MOCHITLAN,950,-99.48333333,17.35
16351,141,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1047,FZ011,2001,Tripsacum intermedium,GUERRERO,MOCHITLAN,970,-99.48333333,17.35
16352,142,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1051,FZ011,2001,Tripsacum pilosum,SINALOA,CONCORDIA,1250,-105.85,23.45
16353,143,HGOM,Herbario del Área Académica de Biología,HGOM2001MGL1052,FZ011,2001,Tripsacum dactyloides mexicanum,JALISCO,TEQUILA,1200,-103.85,20.91666667
16354,144,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1657,FZ011,2005,Tripsacum bravum,MÉXICO,VALLE DE BRAVO,1685,-100.2009444,19.19975
16355,145,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1658,FZ011,2005,Tripsacum bravum,MÉXICO,VALLE DE BRAVO,1695,-100.2009167,19.19888889
16356,146,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1659,FZ011,2005,Tripsacum dactyloides hispidum,MÉXICO,SANTO TOMAS,1530,-100.2358333,19.17833333
16357,147,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1662,FZ011,2005,Tripsacum bravum,GUERRERO,TAXCO DE ALARCON,1805,-99.59569444,18.57269444
16358,148,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1663,FZ011,2005,Tripsacum dactyloides hispidum,GUERRERO,TAXCO DE ALARCON,1805,-99.59569444,18.57269444
16359,149,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1664,FZ011,2005,Tripsacum bravum,GUERRERO,TAXCO DE ALARCON,1520,-99.60369444,18.51952778
16360,150,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1666,FZ011,2005,Tripsacum zopilotense,GUERRERO,IGUALA DE LA INDEPENDENCIA,615,-99.56725,17.83552778
16361,151,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1667,FZ011,2005,Tripsacum zopilotense,GUERRERO,IGUALA DE LA INDEPENDENCIA,615,-99.56725,17.83552778
16362,152,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1668,FZ011,2005,Tripsacum zopilotense,GUERRERO,IGUALA DE LA INDEPENDENCIA,795,-99.56113889,17.74075
16363,153,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1678,FZ011,2005,Tripsacum intermedium,GUERRERO,MOCHITLAN,1000,-99.5,17.33333333
16364,154,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1679,FZ011,2005,Tripsacum bravum,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,1600,-99.96666667,18.4
16365,155,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1680,FZ011,2005,Tripsacum dactyloides hispidum,MÉXICO,ZACAZONAPAN,1450,-100.3,19.08333333
16366,156,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1681,FZ011,2005,Tripsacum dactyloides hispidum,MÉXICO,OTZOLOAPAN,1300,-100.35,19.15
16367,157,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1683,FZ011,2005,Tripsacum bravum,MÉXICO,SANTO TOMAS,1340,-100.2833333,19.18333333
16368,158,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1684,FZ011,2005,Tripsacum intermedium,OAXACA,SAN FRANCISCO SOLA,1840,-96.93333333,16.58333333
16369,159,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1685,FZ011,2005,Tripsacum maizar,OAXACA,PLUMA HIDALGO,1100,-96.45,15.96666667
16370,160,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1686,FZ011,2005,Tripsacum dactyloides mexicanum,JALISCO,VILLA CORONA,1420,-103.6833333,20.45
16371,161,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1687,FZ011,2005,Tripsacum dactyloides mexicanum,COLIMA,MANZANILLO,170,-104.4666667,19.16666667
16372,163,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1689,FZ011,2005,Tripsacum bravum,JALISCO,TECALITLAN,1140,-103.3666667,19.41666667
16373,164,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1690,FZ011,2005,Tripsacum maizar,JALISCO,HOSTOTIPAQUILLO,1200,-104.25,21.05
16374,165,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1692,FZ011,2005,Tripsacum dactyloides mexicanum,GUERRERO,MOCHITLAN,850,-99.48333333,17.35
16375,169,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2039,FZ011,2008,Tripsacum pilosum,CHIAPAS,IXTAPA,1024,-92.90480556,16.709
16376,170,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2040,FZ011,2008,Tripsacum dactyloides dactyloides,CHIAPAS,LA TRINITARIA,920,-92.01575,16.03011111
16377,166,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1693,FZ011,2005,Tripsacum dactyloides hispidum,MÉXICO,OTZOLOAPAN,1300,-100.35,19.15
16378,167,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1694,FZ011,2005,Tripsacum dactyloides hispidum,MÉXICO,SANTO TOMAS,1150,-100.3166667,19.16666667
16379,168,HGOM,Herbario del Área Académica de Biología,HGOM2005MGL1712,FZ011,2005,Tripsacum dactyloides hispidum,MÉXICO,SANTO TOMAS,1150,-100.3166667,19.16666667
16380,171,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2041,FZ011,2008,Tripsacum dactyloides dactyloides,CHIAPAS,TUXTLA GUTIERREZ,835,-93.08697222,16.79327778
16381,172,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2042,FZ011,2008,Tripsacum dactyloides hispidum,CHIAPAS,TUXTLA GUTIERREZ,1335,-93.07475,16.83297222
16382,173,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2043,FZ011,2008,Tripsacum intermedium,CHIAPAS,TUXTLA GUTIERREZ,1270,-93.08269444,16.82875
16383,174,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2044,FZ011,2008,Tripsacum dactyloides hispidum,CHIAPAS,TUXTLA GUTIERREZ,NA,-93.08269444,16.82875
16384,175,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2045,FZ011,2008,Tripsacum intermedium,CHIAPAS,TUXTLA GUTIERREZ,1204,-93.08016667,16.81058333
16385,176,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2046,FZ011,2008,Tripsacum dactyloides dactyloides,OAXACA,SAN JUAN LAJARCIA,920,-95.91363889,16.51852778
16386,177,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2018,FZ011,2008,Tripsacum dactyloides hispidum,QUERÉTARO ARTEAGA,JALPAN DE SERRA,1212,-99.51461111,21.20730556
16387,178,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2019,FZ011,2008,Tripsacum dactyloides hispidum,QUERÉTARO ARTEAGA,LANDA DE MATAMOROS,1580,-99.20483333,21.27330556
16388,179,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2024,FZ011,2008,Tripsacum lanceolatum,SAN LUIS POTOSÍ,CIUDAD VALLES,284,-98.97458333,22.15808333
16389,180,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2025,FZ011,2008,Tripsacum lanceolatum,SAN LUIS POTOSÍ,CIUDAD VALLES,290,-99.00108333,22.22441667
16390,181,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2026,FZ011,2008,Tripsacum lanceolatum,SAN LUIS POTOSÍ,CIUDAD DEL MAIZ,1095,-99.50827778,22.47330556
16391,182,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2027,FZ011,2008,Tripsacum lanceolatum,SAN LUIS POTOSÍ,CIUDAD DEL MAIZ,1117,-99.46638889,22.49147222
16392,183,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2028,FZ011,2008,Tripsacum lanceolatum,SAN LUIS POTOSÍ,EL NARANJO,690,-99.37980556,22.49744444
16393,184,HGOM,Herbario del Área Académica de Biología,HGOM2008MGL2029,FZ011,2008,Tripsacum lanceolatum,TAMAULIPAS,NUEVO MORELOS,4504,-99.14777778,22.55422222
19698,1003,NA,No Aplica,URGBGM2009NOGM064GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,616,-100.9408333,18.09341667
19699,1004,NA,No Aplica,URGBGM2009NOGM065GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,322,-101.3508333,17.98297222
19700,1005,NA,No Aplica,URGBGM2009NOGM066GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,419,-101.8066667,17.98297222
19701,1006,NA,No Aplica,URGBGM2009NOGM067GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,401,-101.3508333,17.88297222
19702,1007,NA,No Aplica,URGBGM2009NOGM068GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,679,-101.3500556,17.88519444
19703,1008,NA,No Aplica,URGBGM2009NOGM069GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,1442,-101.2374444,17.98808333
19704,1009,NA,No Aplica,URGBGM2009NOGM070GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,1654,-101.1981111,17.97669444
19705,1010,NA,No Aplica,URGBGM2009NOGM071GRO,FZ016,2009,Tripsacum,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,1180,-101.1608056,18.00383333
19706,1011,NA,No Aplica,URGBGM2009NOGM072GRO,FZ016,2009,Tripsacum,GUERRERO,CHILPANCINGO DE LOS BRAVO,1410,-99.52758333,17.55625
19707,1012,NA,No Aplica,URGBGM2009NOGM073GRO,FZ016,2009,Tripsacum,GUERRERO,CHILPANCINGO DE LOS BRAVO,1679,-99.55227778,17.56605556
19708,1013,NA,No Aplica,URGBGM2009NOGM074GRO,FZ016,2009,Tripsacum,GUERRERO,LEONARDO BRAVO,1196,-99.79952778,17.50672222
19709,1014,NA,No Aplica,URGBGM2009NOGM075GRO,FZ016,2009,Tripsacum,GUERRERO,LEONARDO BRAVO,1190,-99.66891667,17.80691667
19710,1015,NA,No Aplica,URGBGM2009NOGM076GRO,FZ016,2009,Tripsacum,GUERRERO,LEONARDO BRAVO,1514,-99.69319444,17.78522222
19711,1016,NA,No Aplica,URGBGM2009NOGM077GRO,FZ016,2009,Tripsacum,GUERRERO,COYUCA DE BENITEZ,369,-100.0214722,17.09536111
19712,1017,NA,No Aplica,URGBGM2009NOGM078GRO,FZ016,2009,Tripsacum,GUERRERO,OMETEPEC,420,-98.30269444,16.64202778
19713,1018,NA,No Aplica,URGBGM2009NOGM079GRO,FZ016,2009,Tripsacum,GUERRERO,OMETEPEC,372,-98.2725,16.77166667
19714,1019,NA,No Aplica,URGBGM2009NOGM080GRO,FZ016,2009,Tripsacum,GUERRERO,SAN LUIS ACATLAN,439,-98.76002778,16.90758333
19715,1020,NA,No Aplica,URGBGM2008NOGM081GRO,FZ016,2008,Tripsacum,GUERRERO,TELOLOAPAN,982,-99.18922222,17.51758333
